gender,isHomeOwner,isMarried,schoolLocation,isGraduateStudent,isGraduatedOrSuspended,incomePercent,totalAsset,carValue,hasCar,isPriority1Eligible,isRecipient,isSingleParentFamily,isParentsHomeless,isApplicantDisabled,isParentsDisabled,subscriptionCount,applied_danji,applied_priority,derived_priority,derived_score,Pass
여성,1,0,서울,0,0,146,181993382,45183969,1,0,0,0,0,0,0,4,연남공공원룸텔,2,4,0,0
여성,0,0,서울,0,0,32,46992495,0,0,1,1,1,1,1,0,15,희망하우징(정릉동 1036),1,1,12,1
여성,0,0,서울,0,0,27,45926836,0,0,0,0,0,1,0,0,8,연남공공원룸텔,1,4,3,0
여성,0,0,서울,0,0,55,34554763,0,0,0,0,0,1,1,0,30,희망하우징(정릉동 1036),1,4,7,0
여성,0,0,서울,0,0,118,43711159,0,0,0,0,0,0,0,0,26,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,70,329008428,0,0,0,0,0,1,0,0,3,희망하우징(정릉동 1036),2,2,2,1
남성,0,0,서울,1,0,110,386911024,24813084,1,0,0,0,1,0,0,8,연남공공원룸텔,2,4,3,0
여성,1,0,서울,0,0,36,42374658,0,0,1,1,0,0,0,0,21,연남공공원룸텔,1,4,5,0
여성,0,0,서울,0,0,42,70714168,0,0,1,0,0,1,0,0,20,연남공공원룸텔,1,1,4,1
여성,0,0,서울,0,0,23,70326441,0,0,1,1,1,0,0,0,29,연남공공원룸텔,1,1,9,1
여성,0,0,서울,0,0,50,73582971,0,0,0,0,0,0,0,0,26,연남공공원룸텔,3,3,6,0
남성,0,0,서울,0,0,48,31125488,0,0,1,0,0,1,0,0,6,희망하우징(정릉동 1036),1,1,3,1
여성,0,0,서울,0,0,32,64467723,0,0,1,1,0,0,0,0,2,희망하우징(정릉동 1036),1,1,3,1
남성,0,0,기타,0,0,23,79518667,0,0,1,0,1,0,0,0,7,연남공공원룸텔,1,4,4,0
남성,0,0,서울,0,0,47,75834916,0,0,1,1,0,1,0,0,7,연남공공원룸텔,1,1,6,1
남성,0,0,서울,0,0,80,123712731,0,0,0,0,0,0,0,0,21,연남공공원룸텔,3,4,2,0
남성,0,0,서울,0,0,26,68918771,0,0,0,0,0,1,0,0,25,연남공공원룸텔,1,4,5,0
남성,0,0,서울,0,0,60,195655737,0,0,0,0,0,0,0,0,9,연남공공원룸텔,2,2,1,0
남성,0,0,서울,0,0,21,15925231,0,0,1,1,1,1,0,0,7,희망하우징(정릉동 1036),1,1,9,1
여성,0,0,서울,0,0,70,65428217,0,0,0,0,0,0,0,0,21,희망하우징(정릉동 1036),3,3,2,0
여성,0,0,서울,0,0,46,368362530,0,0,0,0,0,1,0,0,19,연남공공원룸텔,2,4,7,0
남성,0,0,서울,0,0,22,134572654,0,0,0,0,0,0,0,0,17,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,73,79211163,0,0,0,0,0,1,0,0,12,연남공공원룸텔,3,3,4,0
남성,0,0,서울,0,0,46,49941414,0,0,1,0,0,0,0,0,22,희망하우징(정릉동 1036),1,1,2,1
여성,0,0,서울,0,0,20,120331927,0,0,0,0,0,1,0,0,30,연남공공원룸텔,3,4,8,0
여성,0,0,서울,0,0,25,73059790,0,0,1,1,0,0,0,0,9,희망하우징(정릉동 1036),1,1,4,1
남성,0,0,서울,0,0,44,72502873,0,0,0,0,0,1,0,0,9,연남공공원룸텔,3,3,6,0
여성,0,0,기타,0,0,45,39780071,0,0,1,1,0,1,0,0,22,연남공공원룸텔,1,4,7,0
여성,0,0,서울,1,0,60,76113110,0,0,0,0,0,1,0,0,28,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,109,22791995,0,0,0,0,0,1,0,0,27,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,0,0,35,60639157,0,0,1,1,0,0,0,0,23,연남공공원룸텔,1,1,5,1
남성,0,0,서울,0,0,98,27975283,0,0,0,0,0,0,0,0,27,희망하우징(정릉동 1036),3,3,3,1
남성,0,0,서울,0,0,114,36132987,0,0,0,0,0,1,0,0,16,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,38,27455344,0,0,0,0,0,1,0,0,26,연남공공원룸텔,1,4,5,0
남성,0,0,서울,1,0,52,212552250,38623003,1,0,0,0,1,0,0,6,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,98,189019461,0,0,0,0,0,1,0,0,6,연남공공원룸텔,2,2,3,1
여성,0,0,서울,0,0,102,377887505,19569441,1,0,0,0,1,1,0,9,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,1,0,46,16190199,0,0,1,0,1,0,0,0,3,연남공공원룸텔,1,4,3,0
여성,0,0,서울,0,0,26,117815292,0,0,0,0,0,1,0,0,14,연남공공원룸텔,3,4,7,0
남성,0,0,서울,0,0,88,309134802,40615215,1,0,0,0,0,0,0,25,희망하우징(정릉동 1036),2,2,3,1
여성,1,0,서울,0,0,89,86434517,0,0,0,0,0,1,0,0,6,희망하우징(정릉동 1036),3,4,3,0
남성,0,0,기타,0,0,55,73481972,0,0,1,1,0,0,0,0,13,연남공공원룸텔,1,4,5,0
여성,0,0,기타,0,0,35,79821206,0,0,1,0,0,0,0,0,26,연남공공원룸텔,1,4,3,0
남성,1,0,서울,0,0,83,166073857,0,0,0,0,0,1,0,0,11,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,65,12004286,0,0,0,0,0,1,0,0,28,연남공공원룸텔,3,3,5,0
남성,0,0,기타,0,0,112,82674616,0,0,0,0,0,1,0,0,8,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,24,17402229,0,0,0,0,0,0,1,0,6,연남공공원룸텔,1,4,3,0
남성,0,0,서울,0,0,106,80841778,0,0,0,0,0,1,0,0,2,연남공공원룸텔,3,4,2,0
남성,0,0,서울,0,0,92,227120498,0,0,0,0,0,0,0,0,28,희망하우징(정릉동 1036),2,2,3,1
여성,0,0,서울,0,0,137,371000816,0,0,0,0,0,1,0,0,2,희망하우징(정릉동 1036),2,4,2,0
여성,1,1,서울,0,0,42,363287485,45804996,1,0,0,0,0,1,0,14,희망하우징(정릉동 1036),2,4,7,0
여성,1,0,서울,0,0,49,11428262,0,0,1,1,0,0,1,1,21,연남공공원룸텔,1,4,8,0
여성,0,0,서울,0,0,91,27764558,0,0,0,0,0,1,1,0,6,연남공공원룸텔,3,4,5,0
여성,0,0,서울,0,0,29,63094995,0,0,1,1,0,0,0,0,13,연남공공원룸텔,1,1,5,1
여성,0,0,서울,0,0,51,78906145,0,0,1,1,1,0,0,0,5,희망하우징(정릉동 1036),1,1,6,1
여성,0,0,서울,0,0,97,108589359,0,0,0,0,0,1,0,0,24,연남공공원룸텔,3,4,5,0
남성,0,0,서울,0,1,96,40723550,0,0,0,0,0,1,0,0,22,희망하우징(정릉동 1036),3,4,4,0
여성,1,0,서울,0,0,113,79562011,0,0,0,0,0,0,0,0,0,희망하우징(정릉동 1036),3,4,0,0
남성,0,0,서울,0,0,20,54969786,0,0,1,0,0,1,0,0,8,희망하우징(정릉동 1036),1,1,3,1
남성,0,0,기타,0,0,111,71300688,0,0,0,0,0,1,0,0,21,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,157,170287348,12275730,1,0,0,0,1,0,0,26,희망하우징(정릉동 1036),2,4,5,0
여성,1,0,서울,0,0,26,96875210,0,0,0,0,0,0,0,0,30,희망하우징(정릉동 1036),3,4,6,0
여성,0,0,서울,0,0,21,70667274,0,0,1,0,1,0,0,1,2,연남공공원룸텔,1,1,4,1
여성,0,0,서울,0,0,49,122346278,0,0,0,0,0,0,0,0,23,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,78,128517000,0,0,0,0,0,1,0,1,12,연남공공원룸텔,3,4,5,0
여성,0,0,서울,0,0,105,46013628,0,0,0,0,0,1,0,0,6,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,78,115969606,0,0,0,0,0,1,0,0,30,연남공공원룸텔,3,4,5,0
여성,0,0,서울,0,0,159,409471236,0,0,0,0,0,1,0,1,5,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,139,24255348,0,0,0,0,0,0,0,1,15,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,11,36059652,0,0,0,0,0,1,0,0,26,희망하우징(정릉동 1036),3,3,8,0
남성,0,0,서울,0,0,141,170234958,0,0,0,0,0,0,0,0,9,연남공공원룸텔,2,4,1,0
남성,0,0,서울,0,0,93,405473047,45200262,1,0,0,0,0,0,0,10,희망하우징(정릉동 1036),2,4,1,0
여성,0,0,서울,0,0,32,14723415,0,0,0,0,0,0,0,0,3,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,99,63981512,0,0,0,0,0,0,0,0,25,희망하우징(정릉동 1036),3,3,3,1
여성,1,0,서울,0,0,28,76130666,0,0,1,0,1,1,0,1,28,희망하우징(정릉동 1036),1,4,9,0
여성,0,0,서울,0,0,55,77381482,0,0,0,0,0,1,0,1,25,희망하우징(정릉동 1036),3,3,6,0
여성,0,0,서울,0,0,24,41731923,0,0,1,0,1,0,0,0,26,희망하우징(정릉동 1036),1,1,6,1
여성,0,0,서울,0,0,111,247790517,0,0,0,0,0,0,0,0,19,연남공공원룸텔,2,4,2,0
여성,0,0,서울,1,0,118,70264344,0,0,0,0,0,1,0,0,13,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,53,39318337,0,0,0,0,0,1,0,0,26,연남공공원룸텔,1,4,5,0
남성,0,0,서울,0,0,44,11089156,0,0,1,1,0,1,0,0,15,연남공공원룸텔,1,1,7,1
남성,0,0,서울,0,0,126,33748640,0,0,0,0,0,1,0,0,23,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,144,393510302,0,0,0,0,0,1,0,0,1,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,서울,0,0,21,53731170,0,0,1,0,1,0,0,1,29,연남공공원룸텔,1,1,7,1
여성,1,0,서울,0,0,35,32355818,0,0,1,0,1,0,0,1,25,연남공공원룸텔,1,4,7,0
여성,1,0,서울,0,0,136,39375700,0,0,0,0,0,0,0,0,10,연남공공원룸텔,3,4,1,0
여성,0,0,서울,0,0,122,10360788,0,0,0,0,0,0,0,0,7,희망하우징(정릉동 1036),3,4,1,0
여성,0,0,서울,0,0,72,27538006,0,0,0,0,0,1,0,0,25,희망하우징(정릉동 1036),3,3,5,0
여성,0,0,서울,0,0,135,91413784,0,0,0,0,0,1,0,0,27,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,110,134057792,0,0,0,0,0,1,0,1,24,희망하우징(정릉동 1036),3,4,6,0
남성,0,0,기타,0,0,49,18913189,0,0,1,1,0,0,0,1,27,연남공공원룸텔,1,4,7,0
남성,0,0,기타,0,0,50,47203031,0,0,1,0,1,1,0,0,19,연남공공원룸텔,1,4,7,0
여성,0,0,서울,0,0,47,63394430,0,0,0,0,0,0,0,0,3,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,88,366195926,0,0,0,0,0,1,0,0,1,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,0,64,14969146,0,0,0,0,0,0,0,0,0,희망하우징(정릉동 1036),3,3,0,1
여성,0,0,서울,0,0,35,22093079,0,0,0,0,0,1,0,0,4,연남공공원룸텔,3,3,5,0
남성,0,1,서울,0,0,59,104036388,0,0,0,0,0,1,0,0,25,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,0,0,49,25924978,0,0,1,0,1,0,0,1,17,연남공공원룸텔,1,1,6,1
여성,0,0,서울,0,0,139,233843435,0,0,0,0,0,1,0,0,11,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,57,13003845,0,0,1,1,1,1,0,0,16,연남공공원룸텔,1,1,10,1
여성,0,0,서울,0,0,130,303252913,0,0,0,0,0,0,0,0,28,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,123,89204954,0,0,0,0,0,1,0,0,5,희망하우징(정릉동 1036),3,4,2,0
여성,0,0,서울,0,0,47,213624351,44506238,1,0,0,0,0,0,0,23,연남공공원룸텔,2,2,5,0
남성,0,0,기타,0,0,43,70097492,0,0,1,1,0,0,0,0,3,희망하우징(정릉동 1036),1,4,3,0
남성,0,0,서울,0,0,82,192792679,29308918,1,0,0,0,0,0,0,9,희망하우징(정릉동 1036),2,2,1,1
여성,0,0,서울,0,0,47,67644489,0,0,1,1,1,1,0,0,17,연남공공원룸텔,1,1,10,1
여성,1,0,서울,0,0,36,68716883,0,0,0,0,0,1,0,0,11,연남공공원룸텔,1,4,3,0
남성,0,0,서울,1,0,60,13346501,0,0,1,0,0,1,0,0,18,연남공공원룸텔,1,4,4,0
여성,0,0,서울,0,0,56,10406262,0,0,1,0,0,0,0,0,10,희망하우징(정릉동 1036),1,1,1,1
남성,0,0,서울,0,0,158,362064122,45513199,1,0,0,0,1,0,0,6,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,35,29923261,0,0,0,0,0,0,0,0,8,희망하우징(정릉동 1036),3,3,4,0
남성,0,0,서울,0,0,59,69870230,0,0,1,1,0,1,0,0,8,연남공공원룸텔,1,1,6,1
여성,0,0,서울,0,0,37,21948440,0,0,0,0,0,1,0,0,20,연남공공원룸텔,3,3,7,0
남성,1,0,서울,0,0,139,128776108,14809855,1,0,0,0,1,0,0,14,희망하우징(정릉동 1036),3,4,4,0
여성,0,0,서울,1,0,87,81820436,0,0,0,0,0,1,0,0,11,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,117,73660493,0,0,0,0,0,1,0,0,6,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,126,295178544,38418893,1,0,0,0,1,0,0,24,희망하우징(정릉동 1036),2,4,5,0
여성,0,0,서울,0,0,32,116047654,0,0,0,0,0,0,0,0,17,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,0,0,53,397089198,0,0,0,0,0,1,0,0,5,연남공공원룸텔,2,4,2,0
남성,1,0,서울,0,0,77,135568268,0,0,0,0,0,0,0,0,2,희망하우징(정릉동 1036),3,4,0,0
남성,0,0,서울,1,0,37,26784960,0,0,1,1,1,0,1,1,24,희망하우징(정릉동 1036),1,4,12,0
남성,0,0,서울,0,0,111,74360568,0,0,0,0,0,1,0,0,2,연남공공원룸텔,3,4,2,0
남성,0,0,서울,1,0,73,58016004,0,0,0,0,0,1,0,0,26,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,40,78591106,0,0,0,0,0,0,0,0,0,연남공공원룸텔,1,4,0,0
여성,0,0,서울,0,0,151,253749559,0,0,0,0,0,0,0,0,27,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,20,83377419,0,0,0,0,0,1,0,0,26,연남공공원룸텔,3,3,8,0
남성,0,0,서울,1,0,119,249164333,35268618,1,0,0,0,1,0,0,17,연남공공원룸텔,2,4,4,0
여성,0,0,기타,0,0,33,53933035,0,0,0,0,0,0,0,0,3,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,1,107,129340205,0,0,0,0,0,0,0,0,21,연남공공원룸텔,3,4,2,0
남성,0,0,서울,0,0,42,23422888,0,0,0,0,0,0,0,0,15,연남공공원룸텔,3,3,5,0
남성,0,0,서울,0,0,44,60337643,0,0,1,0,0,1,0,1,27,연남공공원룸텔,1,1,6,1
여성,0,0,서울,0,0,80,377413513,42885309,1,0,0,0,1,0,0,18,희망하우징(정릉동 1036),2,4,4,0
여성,1,0,서울,0,0,140,348389729,0,0,0,0,0,1,0,0,20,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,46,154915641,0,0,0,0,0,1,0,0,5,연남공공원룸텔,2,2,5,0
여성,1,0,서울,0,0,59,19037184,0,0,1,0,0,0,0,0,22,연남공공원룸텔,1,4,2,0
남성,0,0,서울,0,0,47,153285264,46027423,1,0,0,0,0,0,0,12,연남공공원룸텔,2,4,5,0
여성,0,0,서울,0,0,13,134954740,0,0,0,0,0,1,1,0,8,희망하우징(정릉동 1036),3,4,8,0
여성,0,0,서울,0,0,41,40598413,0,0,0,0,0,1,0,0,27,연남공공원룸텔,1,4,5,0
여성,0,0,서울,1,0,42,26563259,0,0,0,0,0,1,0,0,8,연남공공원룸텔,3,4,6,0
여성,0,0,서울,0,0,24,24952346,0,0,1,0,1,0,0,1,14,희망하우징(정릉동 1036),1,1,6,1
여성,1,0,기타,0,0,62,42600976,0,0,0,0,0,1,0,0,5,희망하우징(정릉동 1036),3,4,2,0
남성,0,0,서울,0,0,25,117534722,0,0,0,0,0,1,0,0,1,연남공공원룸텔,3,4,5,0
여성,0,0,서울,0,0,138,121366289,0,0,0,0,0,1,0,0,28,희망하우징(정릉동 1036),3,4,5,0
남성,0,0,서울,0,0,52,48467570,0,0,1,1,1,1,0,0,5,희망하우징(정릉동 1036),1,1,8,1
여성,0,0,서울,0,0,108,344149573,0,0,0,0,0,1,0,0,25,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,0,0,47,82025376,0,0,0,0,0,1,0,0,23,연남공공원룸텔,3,3,7,0
여성,0,0,서울,0,0,90,74591054,0,0,0,0,0,0,0,0,14,희망하우징(정릉동 1036),3,3,2,0
남성,0,0,서울,1,0,130,285631432,0,0,0,0,0,0,0,0,7,연남공공원룸텔,2,4,1,0
남성,0,0,서울,1,1,137,14037747,0,0,0,0,0,1,0,0,5,희망하우징(정릉동 1036),3,4,2,0
남성,0,0,서울,0,0,49,68246537,0,0,1,1,1,0,0,0,26,연남공공원룸텔,1,1,9,1
여성,0,0,서울,0,0,35,48837643,0,0,0,0,0,1,0,0,2,희망하우징(정릉동 1036),1,4,2,0
여성,0,0,서울,0,0,150,319861783,16553727,1,0,0,0,0,0,0,0,연남공공원룸텔,2,4,0,0
여성,0,0,서울,0,0,21,16184377,0,0,1,0,0,1,1,0,13,희망하우징(정릉동 1036),1,1,6,1
남성,0,0,서울,0,0,38,10212821,0,0,1,0,1,1,0,0,19,희망하우징(정릉동 1036),1,1,7,1
여성,0,0,서울,0,0,44,64392595,0,0,1,0,1,0,0,0,16,희망하우징(정릉동 1036),1,1,5,1
여성,0,0,서울,0,1,134,114903137,0,0,0,0,0,0,0,0,5,연남공공원룸텔,3,4,0,0
여성,0,0,서울,0,0,49,35068109,0,0,1,0,0,0,0,0,27,희망하우징(정릉동 1036),1,1,3,1
여성,1,0,서울,0,1,25,28517985,0,0,1,0,0,1,0,0,2,연남공공원룸텔,1,4,2,0
남성,0,0,서울,0,0,117,406370862,0,0,0,0,0,1,0,0,28,연남공공원룸텔,2,4,5,0
여성,0,0,서울,0,0,45,321240584,0,0,0,0,0,1,0,0,4,희망하우징(정릉동 1036),2,2,5,0
여성,0,0,서울,0,0,46,46924502,0,0,0,0,0,1,0,0,4,희망하우징(정릉동 1036),1,4,2,0
여성,0,0,서울,0,0,53,79351663,0,0,1,1,1,0,0,0,7,희망하우징(정릉동 1036),1,1,7,1
남성,0,0,서울,0,0,48,181631067,47745935,1,0,0,0,1,0,0,3,연남공공원룸텔,2,4,5,0
남성,0,0,서울,1,0,119,20854298,0,0,0,0,0,0,0,1,27,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,11,138443829,0,0,0,0,0,1,0,0,28,희망하우징(정릉동 1036),3,4,8,0
여성,0,0,서울,0,0,64,126125783,0,0,0,0,0,0,0,0,15,희망하우징(정릉동 1036),3,4,2,0
여성,0,0,서울,0,1,89,118842093,0,0,0,0,0,0,0,0,1,연남공공원룸텔,3,4,0,0
여성,0,0,서울,0,0,33,58310738,0,0,0,0,0,1,0,0,7,희망하우징(정릉동 1036),1,4,3,0
남성,0,0,서울,0,0,64,267590511,26869217,1,0,0,0,1,0,0,17,희망하우징(정릉동 1036),2,2,4,1
남성,0,0,기타,0,1,157,224034361,0,0,0,0,0,0,0,0,29,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,63,155225455,0,0,0,0,0,1,0,0,3,희망하우징(정릉동 1036),2,2,2,1
여성,0,0,서울,0,0,31,23437484,0,0,0,0,0,1,0,0,21,연남공공원룸텔,3,3,7,0
남성,0,0,서울,0,0,121,162773772,0,0,0,0,0,1,0,0,29,연남공공원룸텔,2,4,5,0
남성,0,0,서울,0,0,101,127027515,5177430,1,0,0,0,0,0,0,29,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,123,289387619,0,0,0,0,0,1,0,0,1,연남공공원룸텔,2,4,2,0
남성,0,0,서울,0,0,115,346579296,0,0,0,0,0,1,0,0,1,희망하우징(정릉동 1036),2,4,2,0
여성,1,0,기타,0,0,114,213628592,0,0,0,0,0,0,0,0,13,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,59,33389105,0,0,0,0,0,1,0,0,7,연남공공원룸텔,1,4,3,0
여성,0,0,서울,0,0,45,67508694,0,0,1,1,0,1,0,0,2,희망하우징(정릉동 1036),1,1,5,1
여성,0,0,서울,1,0,56,266932608,0,0,0,0,0,1,0,0,30,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,0,0,20,19781591,0,0,1,0,0,1,1,0,4,희망하우징(정릉동 1036),1,1,4,1
남성,0,0,서울,0,0,129,230236235,0,0,0,0,0,0,0,0,0,희망하우징(정릉동 1036),2,4,0,0
남성,0,0,서울,0,0,115,78509660,0,0,0,0,0,0,0,0,12,연남공공원룸텔,3,4,2,0
남성,0,0,서울,0,0,41,70552007,0,0,0,0,0,0,0,0,5,희망하우징(정릉동 1036),1,4,0,0
여성,0,0,서울,0,0,49,59666464,0,0,1,0,1,0,0,0,14,희망하우징(정릉동 1036),1,1,5,1
남성,0,0,서울,0,0,47,32581930,0,0,1,0,1,0,0,0,5,연남공공원룸텔,1,1,3,1
여성,0,0,서울,0,0,121,24282914,0,0,0,0,0,1,0,0,17,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,21,105137515,0,0,0,0,0,1,0,0,17,연남공공원룸텔,3,4,7,0
남성,1,0,서울,0,0,140,47058987,0,0,0,0,0,1,0,0,16,연남공공원룸텔,3,4,4,0
남성,0,0,서울,0,0,68,28155669,0,0,0,0,0,0,0,0,15,연남공공원룸텔,3,3,2,0
여성,0,0,서울,0,0,102,87480448,0,0,0,0,0,0,0,0,20,희망하우징(정릉동 1036),3,4,2,0
남성,0,1,서울,0,0,51,58207686,0,0,1,1,1,1,0,0,7,연남공공원룸텔,1,4,9,0
남성,0,0,서울,0,0,23,56229195,0,0,1,1,0,1,0,1,14,희망하우징(정릉동 1036),1,1,8,1
여성,0,0,서울,0,0,123,236918928,16016903,1,0,0,0,1,0,0,23,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,55,165661402,0,0,0,0,0,1,0,0,2,연남공공원룸텔,2,2,2,0
여성,0,0,서울,0,0,55,59469218,0,0,1,1,1,1,0,1,12,희망하우징(정릉동 1036),1,1,11,1
남성,0,0,서울,0,0,47,312777486,0,0,0,0,0,1,0,0,1,희망하우징(정릉동 1036),2,2,5,1
여성,1,0,서울,0,0,41,312296543,0,0,0,0,0,0,0,0,5,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,57,334427327,47232350,1,0,0,0,1,0,0,21,희망하우징(정릉동 1036),2,4,4,0
여성,1,0,서울,0,0,89,131794517,0,0,0,0,0,0,0,0,8,연남공공원룸텔,3,4,1,0
남성,0,0,서울,1,1,57,129314651,0,0,0,0,0,0,0,0,8,연남공공원룸텔,3,4,1,0
남성,0,0,서울,0,0,105,106471404,0,0,0,0,0,1,0,0,22,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,1,160,330122098,34192249,1,0,0,0,1,0,0,27,희망하우징(정릉동 1036),2,4,5,0
여성,1,0,서울,1,0,75,217899761,0,0,0,0,0,0,0,0,29,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,92,115565917,14658921,1,0,0,0,0,0,0,3,연남공공원룸텔,3,4,0,0
남성,0,0,서울,0,0,63,356591130,0,0,0,0,0,1,0,0,8,연남공공원룸텔,2,4,3,0
남성,1,0,서울,0,0,34,71457996,0,0,1,1,1,0,1,0,0,연남공공원룸텔,1,4,8,0
남성,1,0,서울,0,0,110,389784879,0,0,0,0,0,1,0,0,11,연남공공원룸텔,2,4,3,0
남성,0,0,서울,0,0,103,176096988,0,0,0,0,0,0,1,0,29,희망하우징(정릉동 1036),2,4,5,0
여성,0,0,서울,0,0,91,323899897,0,0,0,0,0,0,0,0,1,연남공공원룸텔,2,2,0,0
여성,0,0,서울,0,0,22,13398022,0,0,1,1,0,1,0,0,23,연남공공원룸텔,1,1,7,1
남성,0,0,서울,0,0,69,216259478,24604008,1,0,0,0,1,0,0,2,연남공공원룸텔,2,2,2,1
남성,0,0,서울,0,0,58,35029865,0,0,1,1,0,1,0,0,7,희망하우징(정릉동 1036),1,1,6,1
남성,0,0,서울,0,0,47,32679569,0,0,0,0,0,1,0,0,19,희망하우징(정릉동 1036),3,3,7,1
남성,0,0,서울,0,0,34,66804545,0,0,1,0,1,1,0,1,15,연남공공원룸텔,1,1,8,1
여성,0,0,서울,0,0,32,61154803,0,0,1,0,1,0,0,0,12,희망하우징(정릉동 1036),1,4,5,0
여성,0,0,서울,0,0,56,104769390,0,0,0,0,0,1,0,0,13,연남공공원룸텔,3,4,4,0
남성,0,0,서울,0,0,67,232015765,0,0,0,0,0,0,0,0,3,희망하우징(정릉동 1036),2,4,0,0
여성,0,1,서울,0,0,31,57478039,0,0,1,0,1,1,0,0,19,희망하우징(정릉동 1036),1,4,7,0
남성,0,0,서울,0,0,142,281341224,0,0,0,0,0,1,0,0,21,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,0,0,29,11818925,0,0,1,0,0,1,0,0,5,희망하우징(정릉동 1036),1,1,2,1
남성,0,0,서울,0,0,26,52121679,0,0,0,0,0,1,0,0,18,희망하우징(정릉동 1036),3,3,7,1
남성,0,0,서울,0,0,97,54284913,0,0,0,0,0,0,0,0,23,연남공공원룸텔,3,3,2,0
남성,0,0,서울,0,0,45,12437415,0,0,0,0,0,1,0,0,19,희망하우징(정릉동 1036),3,3,7,1
남성,0,0,서울,0,0,49,70921858,0,0,1,1,1,1,0,0,6,희망하우징(정릉동 1036),1,1,9,1
남성,0,0,서울,0,0,123,359059380,0,0,0,0,0,0,1,0,30,연남공공원룸텔,2,4,5,0
여성,0,0,서울,0,0,128,315768228,0,0,0,0,0,1,0,0,9,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,40,88664139,0,0,0,0,0,1,0,0,12,연남공공원룸텔,3,3,7,0
여성,0,0,서울,0,0,128,63102334,0,0,0,0,0,1,0,0,9,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,44,287939081,12216354,1,0,0,0,0,0,0,7,희망하우징(정릉동 1036),2,2,4,0
남성,0,0,서울,0,0,28,61023799,0,0,1,0,0,0,0,0,18,희망하우징(정릉동 1036),1,1,2,1
남성,0,0,서울,0,0,40,48920575,0,0,1,1,0,1,0,0,18,희망하우징(정릉동 1036),1,1,7,1
여성,1,0,서울,0,0,155,306852143,30628697,1,0,0,0,1,0,0,9,희망하우징(정릉동 1036),2,4,3,0
여성,1,0,서울,0,0,80,87620704,0,0,0,0,0,0,0,0,8,연남공공원룸텔,3,4,1,0
남성,0,0,서울,0,0,26,43444000,0,0,1,0,0,0,1,1,24,연남공공원룸텔,1,1,6,1
남성,0,0,서울,0,0,38,65404883,0,0,1,0,1,0,0,0,27,희망하우징(정릉동 1036),1,1,6,1
남성,0,0,서울,0,0,56,17329318,0,0,1,0,1,1,0,0,11,연남공공원룸텔,1,1,6,1
